URN	Rights	Caption
urn:cite:hmt:chsimg.VA122RN-0123	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 122, recto.
urn:cite:hmt:chsimg.VA123RN-0124	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 123, recto.
urn:cite:hmt:chsimg.VA124RN-0125	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 124, recto.
urn:cite:hmt:chsimg.VA125RN-0126	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 125, recto.
urn:cite:hmt:chsimg.VA126RN-0127	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 126, recto.
urn:cite:hmt:chsimg.VA127RN-0128	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 127, recto.
urn:cite:hmt:chsimg.VA128RN-0129	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 128, recto.
urn:cite:hmt:chsimg.VA129RN-0130	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 129, recto.
urn:cite:hmt:chsimg.VA130RN-0131	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 130, recto.
urn:cite:hmt:chsimg.VA131RN-0132	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 131, recto.
urn:cite:hmt:chsimg.VA132RN-0133	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 132, recto.
urn:cite:hmt:chsimg.VA133RN-0134	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 133, recto.
urn:cite:hmt:chsimg.VA134RN-0135	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 134, recto.
urn:cite:hmt:chsimg.VA135RN-0136	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 135, recto.
urn:cite:hmt:chsimg.VA136RN-0137	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 136, recto.
urn:cite:hmt:chsimg.VA137RN-0138	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 137, recto.
urn:cite:hmt:chsimg.VA138RN-0139	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 138, recto.
urn:cite:hmt:chsimg.VA139RN-0140	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 139, recto.
urn:cite:hmt:chsimg.VA140RN-0141	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 140, recto.
urn:cite:hmt:chsimg.VA141RN-0142	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 141, recto.
urn:cite:hmt:chsimg.VA142RN-0143	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 142, recto.
urn:cite:hmt:chsimg.VA143RN-0144	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 143, recto.
urn:cite:hmt:chsimg.VA144RN-0145	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 144, recto.
urn:cite:hmt:chsimg.VA145RN-0146	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 145, recto.
urn:cite:hmt:chsimg.VA146RN-0147	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 146, recto.
